'Elapsed time','FHR','UC'
1393.000,145.500,32.500
1393.250,145.250,34.500
1393.500,145.250,35.500
1393.750,147.000,34.500
1394.000,145.500,33.000
1394.250,145.500,34.500
1394.500,145.000,36.000
1394.750,142.250,34.000
1395.000,142.250,32.000
1395.250,142.750,36.000
1395.500,142.750,36.500
1395.750,142.750,37.500
1396.000,143.000,39.000
1396.250,143.000,39.500
1396.500,143.250,37.500
1396.750,143.250,38.000
1397.000,143.250,39.000
1397.250,143.250,40.500
1397.500,143.250,42.500
1397.750,143.750,40.500
1398.000,144.000,38.500
1398.250,144.000,39.500
1398.500,143.500,39.000
1398.750,143.500,40.500
1399.000,144.500,38.500
1399.250,144.500,37.000
1399.500,144.000,42.000
1399.750,144.000,42.500
1400.000,144.500,39.000
1400.250,144.250,41.000
1400.500,144.250,42.000
1400.750,144.250,43.000
1401.000,143.250,46.500
1401.250,143.250,45.500
1401.500,140.000,43.500
1401.750,140.000,43.500
1402.000,138.250,42.500
1402.250,138.250,42.500
1402.500,137.250,43.000
1402.750,137.250,42.000
1403.000,135.750,40.500
1403.250,135.750,40.500
1403.500,135.000,40.500
1403.750,135.000,43.500
1404.000,135.000,42.500
1404.250,134.500,38.000
1404.500,134.500,39.000
1404.750,134.500,42.500
1405.000,134.500,43.000
1405.250,134.500,43.000
1405.500,134.500,44.000
1405.750,134.500,46.500
1406.000,134.500,45.500
1406.250,134.500,47.000
1406.500,137.750,48.500
1406.750,137.750,48.000
1407.000,139.250,49.500
1407.250,139.500,49.000
1407.500,139.500,49.000
1407.750,139.500,49.000
1408.000,140.000,50.500
1408.250,140.000,51.000
1408.500,139.500,52.000
1408.750,139.500,52.500
1409.000,140.250,51.500
1409.250,140.250,52.000
1409.500,139.750,54.500
1409.750,140.250,54.500
1410.000,140.250,57.500
1410.250,140.250,56.500
1410.500,140.250,54.500
1410.750,140.250,62.500
1411.000,140.250,62.500
1411.250,140.250,62.500
1411.500,140.250,64.500
1411.750,140.500,62.500
1412.000,140.500,63.000
1412.250,140.500,64.500
1412.500,140.500,66.500
1412.750,0.000,69.000
1413.000,0.000,74.000
1413.250,0.000,85.000
1413.500,0.000,82.000
1413.750,0.000,77.000
1414.000,0.000,68.000
1414.250,0.000,64.000
1414.500,0.000,69.000
1414.750,0.000,70.500
1415.000,0.000,69.500
1415.250,0.000,69.500
1415.500,0.000,68.000
1415.750,0.000,65.000
1416.000,0.000,65.500
1416.250,0.000,65.000
1416.500,0.000,64.000
1416.750,141.500,64.000
1417.000,141.500,63.000
1417.250,141.500,63.500
1417.500,141.500,65.500
1417.750,141.500,66.000
1418.000,141.250,66.000
1418.250,141.250,63.000
1418.500,141.250,59.000
1418.750,141.250,61.500
1419.000,141.250,64.500
1419.250,141.250,62.000
1419.500,0.000,62.500
1419.750,0.000,56.000
1420.000,0.000,51.000
1420.250,0.000,50.000
1420.500,0.000,48.500
1420.750,0.000,51.500
1421.000,0.000,50.500
1421.250,0.000,53.500
1421.500,0.000,56.500
1421.750,0.000,61.000
1422.000,0.000,58.000
1422.250,0.000,55.000
1422.500,0.000,57.000
1422.750,0.000,57.500
1423.000,0.000,60.000
1423.250,0.000,63.000
1423.500,0.000,68.000
1423.750,0.000,71.500
1424.000,0.000,71.000
1424.250,0.000,70.500
1424.500,0.000,73.500
1424.750,0.000,73.500
1425.000,0.000,70.000
1425.250,0.000,72.500
1425.500,0.000,79.500
1425.750,0.000,83.000
1426.000,0.000,78.000
1426.250,0.000,83.000
1426.500,0.000,82.500
1426.750,0.000,81.000
1427.000,0.000,78.000
1427.250,0.000,78.500
1427.500,0.000,85.000
1427.750,0.000,89.500
1428.000,0.000,88.500
1428.250,0.000,86.500
1428.500,0.000,83.500
1428.750,0.000,81.500
1429.000,0.000,81.500
1429.250,0.000,78.500
1429.500,0.000,72.000
1429.750,0.000,76.500
1430.000,0.000,78.500
1430.250,0.000,80.500
1430.500,0.000,78.500
1430.750,0.000,76.000
1431.000,0.000,69.000
1431.250,0.000,68.000
1431.500,0.000,63.000
1431.750,102.500,74.500
1432.000,102.500,77.000
1432.250,102.500,77.500
1432.500,102.500,76.000
1432.750,106.750,72.500
1433.000,106.750,67.500
1433.250,106.750,64.000
1433.500,106.750,71.500
1433.750,106.750,76.500
1434.000,106.750,75.500
1434.250,106.750,75.000
1434.500,107.000,75.500
1434.750,107.000,70.500
1435.000,107.000,66.000
1435.250,107.000,69.000
1435.500,107.000,75.000
1435.750,107.000,76.500
1436.000,107.000,75.000
1436.250,0.000,72.000
1436.500,0.000,72.500
1436.750,0.000,64.500
1437.000,0.000,60.000
1437.250,0.000,58.000
1437.500,0.000,61.500
1437.750,0.000,63.500
1438.000,0.000,62.500
1438.250,0.000,63.500
1438.500,0.000,62.500
1438.750,0.000,60.500
1439.000,0.000,50.000
1439.250,0.000,45.500
1439.500,0.000,53.000
1439.750,0.000,58.000
1440.000,0.000,60.000
1440.250,0.000,58.500
1440.500,0.000,55.000
1440.750,0.000,51.500
1441.000,116.500,57.000
1441.250,116.500,61.500
1441.500,110.000,63.000
1441.750,110.000,63.000
1442.000,113.000,62.000
1442.250,113.000,55.000
1442.500,114.250,47.000
1442.750,114.250,49.000
1443.000,114.250,56.500
1443.250,110.000,57.000
1443.500,110.000,55.000
1443.750,111.750,51.500
1444.000,111.750,49.000
1444.250,111.500,46.000
1444.500,111.500,39.500
1444.750,110.500,42.000
1445.000,110.500,49.500
1445.250,110.250,51.000
1445.500,110.250,49.500
1445.750,111.250,46.500
1446.000,111.250,44.000
1446.250,112.250,41.000
1446.500,112.250,45.000
1446.750,111.000,50.000
1447.000,111.000,53.000
1447.250,111.000,52.500
1447.500,110.500,52.000
1447.750,110.500,50.500
1448.000,110.750,48.500
1448.250,110.750,52.500
1448.500,111.000,54.000
1448.750,111.000,54.000
1449.000,111.000,51.500
1449.250,110.750,48.500
1449.500,110.750,45.000
1449.750,112.500,42.500
1450.000,112.500,41.000
1450.250,113.250,45.500
1450.500,113.250,46.500
1450.750,119.750,47.500
1451.000,119.750,46.500
1451.250,119.750,47.500
1451.500,138.750,46.000
1451.750,138.750,42.000
1452.000,138.750,40.500
1452.250,133.500,45.000
1452.500,132.000,48.500
1452.750,132.000,49.000
1453.000,132.000,49.000
1453.250,134.250,47.500
1453.500,134.250,44.500
1453.750,137.250,40.000
1454.000,137.250,42.500
1454.250,139.500,44.500
1454.500,139.500,44.500
1454.750,140.000,46.500
1455.000,138.000,47.500
1455.250,138.000,47.500
1455.500,138.250,44.000
1455.750,138.250,42.500
1456.000,139.000,45.000
1456.250,139.000,47.500
1456.500,139.750,49.500
1456.750,139.750,51.000
1457.000,139.000,51.500
1457.250,141.250,51.500
1457.500,141.250,51.000
1457.750,142.000,47.500
1458.000,142.000,45.000
1458.250,142.000,46.000
1458.500,142.000,44.500
1458.750,141.750,44.500
1459.000,141.750,43.000
1459.250,143.500,42.500
1459.500,143.500,41.500
1459.750,142.000,41.000
1460.000,142.000,38.000
1460.250,142.000,37.500
1460.500,144.000,40.500
1460.750,144.000,41.000
1461.000,145.000,43.500
1461.250,145.000,44.500
1461.500,147.000,42.000
1461.750,147.000,40.500
1462.000,147.000,37.000
1462.250,147.000,37.000
1462.500,147.000,38.500
1462.750,149.500,38.500
1463.000,149.500,37.500
1463.250,150.250,36.500
1463.500,148.500,36.000
1463.750,148.500,34.000
1464.000,148.500,31.500
1464.250,148.750,30.500
1464.500,149.500,32.500
1464.750,149.500,32.500
1465.000,150.000,31.500
1465.250,150.000,31.500
1465.500,150.000,31.000
1465.750,149.000,31.000
1466.000,148.750,29.000
1466.250,148.750,29.000
1466.500,148.250,30.500
1466.750,148.250,30.500
1467.000,148.250,30.500
1467.250,148.500,30.500
1467.500,148.000,30.000
1467.750,148.000,29.000
1468.000,148.250,27.500
1468.250,145.000,29.500
1468.500,145.000,29.500
1468.750,145.000,29.000
1469.000,145.250,29.000
1469.250,145.250,29.000
1469.500,145.250,28.500
1469.750,145.250,29.500
1470.000,146.750,30.500
1470.250,146.500,31.000
1470.500,146.500,30.500
1470.750,146.500,30.500
1471.000,146.500,30.500
1471.250,146.500,29.500
1471.500,146.500,29.500
1471.750,145.750,30.500
1472.000,145.750,30.500
1472.250,145.500,30.000
1472.500,145.500,29.500
1472.750,145.000,29.500
1473.000,145.750,28.500
1473.250,145.750,27.000
1473.500,146.250,28.000
1473.750,146.250,28.000
1474.000,146.500,28.000
1474.250,147.500,27.500
1474.500,147.500,27.500
1474.750,147.750,27.500
1475.000,148.750,25.500
1475.250,148.750,25.000
1475.500,148.000,24.500
1475.750,148.000,26.500
1476.000,148.000,26.000
1476.250,146.500,26.500
1476.500,146.500,27.000
1476.750,144.500,26.000
1477.000,144.500,26.000
1477.250,141.250,27.500
1477.500,141.250,28.500
1477.750,138.250,28.500
1478.000,137.750,28.000
1478.250,137.750,27.000
1478.500,139.000,27.000
1478.750,139.000,27.000
1479.000,140.250,28.500
1479.250,141.250,28.500
1479.500,141.250,28.000
1479.750,142.250,27.500
1480.000,142.250,27.500
1480.250,143.750,26.000
1480.500,144.500,25.000
1480.750,144.500,26.000
1481.000,146.000,26.500
1481.250,146.000,26.500
1481.500,147.000,26.000
1481.750,147.250,25.500
1482.000,147.250,26.000
1482.250,147.000,25.000
1482.500,147.500,24.000
1482.750,147.500,25.500
1483.000,147.750,25.000
1483.250,147.750,25.500
1483.500,147.500,25.000
1483.750,147.750,25.000
1484.000,147.750,25.000
1484.250,146.750,24.000
1484.500,146.750,23.500
1484.750,145.750,24.500
1485.000,144.500,25.000
1485.250,144.500,24.500
1485.500,143.250,24.000
1485.750,143.250,24.000
1486.000,143.000,24.500
1486.250,143.000,23.000
1486.500,141.750,22.500
1486.750,140.750,24.000
1487.000,140.750,24.000
1487.250,139.750,24.000
1487.500,139.750,24.000
1487.750,139.500,22.500
1488.000,139.500,23.000
1488.250,139.500,25.500
1488.500,139.750,23.500
1488.750,139.750,23.500
1489.000,139.500,24.000
1489.250,139.500,23.500
1489.500,140.750,21.500
1489.750,140.750,21.500
1490.000,140.750,25.000
1490.250,141.000,25.500
1490.500,141.000,24.000
1490.750,139.750,24.500
1491.000,139.000,24.000
1491.250,139.000,25.000
1491.500,139.000,25.500
1491.750,139.000,25.000
1492.000,139.500,24.500
1492.250,139.500,24.000
1492.500,140.000,25.500
1492.750,139.750,25.000
1493.000,139.750,25.000
1493.250,139.250,26.000
1493.500,139.250,25.500
1493.750,139.500,25.000
1494.000,139.500,25.000
1494.250,139.500,24.000
1494.500,139.500,24.500
1494.750,139.500,25.500
1495.000,139.500,25.000
1495.250,139.500,25.000
1495.500,140.000,24.000
1495.750,139.750,24.000
1496.000,139.750,24.500
1496.250,141.000,24.500
1496.500,141.000,25.000
1496.750,141.500,25.500
1497.000,142.000,25.000
1497.250,142.000,25.000
1497.500,142.500,26.000
1497.750,142.500,27.000
1498.000,142.750,27.500
1498.250,144.000,27.000
1498.500,144.000,27.500
1498.750,145.000,27.500
1499.000,145.000,27.500
1499.250,145.500,27.500
1499.500,145.250,29.000
1499.750,145.250,28.500
1500.000,145.000,28.000
1500.250,145.000,27.000
1500.500,145.500,27.500
1500.750,146.000,28.000
1501.000,146.000,27.500
1501.250,146.250,27.500
1501.500,146.250,27.500
1501.750,145.250,29.000
1502.000,144.500,28.500
1502.250,144.500,28.000
1502.500,143.000,27.500
1502.750,143.000,27.500
1503.000,142.000,28.000
1503.250,141.750,27.500
1503.500,141.750,28.500
1503.750,140.000,28.500
1504.000,140.000,27.000
1504.250,140.250,26.500
1504.500,141.250,27.500
1504.750,141.250,27.000
1505.000,142.000,26.000
1505.250,142.000,26.500
1505.500,141.000,27.000
1505.750,141.000,26.500
1506.000,141.000,26.000
1506.250,141.000,25.000
1506.500,141.000,26.500
1506.750,141.500,26.000
1507.000,141.500,25.500
1507.250,142.500,25.500
1507.500,145.250,25.500
1507.750,145.250,25.000
1508.000,145.250,25.000
1508.250,145.250,25.500
1508.500,145.750,25.500
1508.750,146.250,25.000
1509.000,146.250,24.500
1509.250,146.000,25.000
1509.500,145.750,24.000
1509.750,145.750,23.000
1510.000,145.500,20.500
1510.250,145.500,18.500
1510.500,146.500,22.000
1510.750,147.250,23.500
1511.000,147.250,23.000
1511.250,147.250,22.500
1511.500,147.250,22.000
1511.750,140.750,22.000
1512.000,141.000,23.000
1512.250,141.000,23.500
1512.500,141.000,23.500
1512.750,141.000,24.000
1513.000,141.000,25.000
1513.250,141.000,25.500
1513.500,141.000,22.000
1513.750,140.750,23.500
1514.000,140.750,28.500
1514.250,142.500,28.000
1514.500,142.500,28.000
1514.750,142.500,27.500
1515.000,142.000,27.000
1515.250,142.750,26.000
1515.500,142.750,25.500
1515.750,143.000,25.500
1516.000,143.750,26.000
1516.250,143.750,26.500
1516.500,143.750,26.500
1516.750,143.000,26.000
1517.000,143.000,26.000
1517.250,142.500,24.000
1517.500,142.750,23.500
1517.750,142.750,24.000
1518.000,143.000,23.500
1518.250,143.000,24.000
1518.500,142.500,23.500
1518.750,143.000,24.000
1519.000,143.000,23.500
1519.250,142.250,23.500
1519.500,142.250,23.500
1519.750,143.250,23.500
1520.000,142.750,23.000
1520.250,142.750,23.500
1520.500,144.750,23.500
1520.750,144.750,23.500
1521.000,144.500,24.500
1521.250,144.500,24.000
1521.500,145.000,24.000
1521.750,145.000,23.500
1522.000,145.000,23.000
1522.250,146.250,23.500
1522.500,148.000,23.500
1522.750,148.000,24.000
1523.000,145.250,24.000
1523.250,147.000,24.500
1523.500,147.000,24.500
1523.750,148.750,25.000
1524.000,148.750,24.500
1524.250,148.500,24.000
1524.500,148.500,25.000
1524.750,148.500,25.500
1525.000,148.250,25.500
1525.250,148.250,26.000
1525.500,147.750,26.000
1525.750,145.500,27.000
1526.000,145.500,27.500
1526.250,144.250,27.500
1526.500,144.250,27.500
1526.750,142.500,28.000
1527.000,141.000,28.500
1527.250,141.000,29.500
1527.500,139.500,30.500
1527.750,139.500,31.000
1528.000,139.500,32.000
1528.250,139.500,32.500
1528.500,139.250,33.500
1528.750,138.250,32.500
1529.000,138.250,29.500
1529.250,137.250,28.500
1529.500,137.250,29.000
1529.750,138.250,31.000
1530.000,141.000,31.000
1530.250,141.000,30.000
1530.500,143.000,29.000
1530.750,143.000,29.000
1531.000,143.500,30.000
1531.250,144.500,31.000
1531.500,144.500,31.000
1531.750,144.000,30.500
1532.000,144.000,30.000
1532.250,143.750,30.000
1532.500,143.750,30.000
1532.750,143.750,30.000
1533.000,144.000,30.000
1533.250,144.000,30.000
1533.500,143.750,29.500
1533.750,143.750,30.500
1534.000,144.000,30.500
1534.250,146.250,31.000
1534.500,146.250,32.500
1534.750,146.000,32.500
1535.000,146.000,32.500
1535.250,146.000,31.500
1535.500,146.000,31.000
1535.750,143.500,31.000
1536.000,141.500,32.000
1536.250,141.500,29.500
1536.500,141.250,27.000
1536.750,141.250,27.500
1537.000,145.250,26.000
1537.250,145.250,27.500
1537.500,145.250,26.500
1537.750,145.500,27.500
1538.000,145.750,26.500
1538.250,146.250,26.500
1538.500,146.250,26.500
1538.750,146.500,27.000
1539.000,146.500,29.000
1539.250,146.750,29.500
1539.500,149.000,34.000
1539.750,149.000,33.500
1540.000,148.500,29.000
1540.250,148.500,27.500
1540.500,147.500,27.000
1540.750,147.500,26.000
1541.000,148.250,27.000
1541.250,151.250,32.500
1541.500,151.250,33.500
1541.750,151.250,33.500
1542.000,152.750,33.000
1542.250,152.750,33.500
1542.500,152.750,33.500
1542.750,152.750,32.000
1543.000,152.750,32.500
1543.250,153.000,34.000
1543.500,152.750,37.000
1543.750,153.000,42.000
1544.000,153.000,43.000
1544.250,153.000,43.000
1544.500,0.000,40.500
1544.750,0.000,43.500
1545.000,0.000,45.500
1545.250,0.000,45.500
1545.500,0.000,47.000
1545.750,0.000,44.000
1546.000,0.000,44.000
1546.250,0.000,49.500
1546.500,0.000,51.500
1546.750,0.000,51.000
1547.000,0.000,47.000
1547.250,0.000,40.000
1547.500,0.000,44.000
1547.750,0.000,51.000
1548.000,0.000,61.000
1548.250,0.000,52.000
1548.500,0.000,50.500
1548.750,0.000,63.000
1549.000,0.000,52.000
1549.250,0.000,54.000
1549.500,0.000,56.000
1549.750,0.000,57.500
1550.000,0.000,59.000
1550.250,0.000,62.500
1550.500,0.000,58.500
1550.750,0.000,60.000
1551.000,0.000,58.000
1551.250,0.000,57.000
1551.500,0.000,53.000
1551.750,0.000,47.000
1552.000,0.000,49.000
1552.250,0.000,51.500
1552.500,0.000,59.500
1552.750,0.000,61.000
1553.000,0.000,62.500
1553.250,0.000,65.000
1553.500,0.000,65.500
1553.750,0.000,62.000
1554.000,0.000,58.000
1554.250,0.000,54.500
1554.500,0.000,51.500
1554.750,0.000,61.500
1555.000,0.000,75.000
1555.250,0.000,70.500
1555.500,0.000,69.000
1555.750,0.000,66.000
1556.000,0.000,66.000
1556.250,0.000,65.500
1556.500,0.000,64.000
1556.750,0.000,61.500
1557.000,0.000,56.000
1557.250,0.000,69.000
1557.500,0.000,70.000
1557.750,0.000,71.500
1558.000,0.000,70.000
1558.250,0.000,68.500
1558.500,0.000,66.000
1558.750,0.000,64.000
1559.000,0.000,65.000
1559.250,0.000,63.500
1559.500,0.000,64.500
1559.750,0.000,58.500
1560.000,0.000,64.000
1560.250,0.000,73.500
1560.500,0.000,66.000
1560.750,0.000,70.500
1561.000,0.000,70.000
1561.250,0.000,68.500
1561.500,0.000,64.000
1561.750,0.000,58.500
1562.000,0.000,59.500
1562.250,0.000,73.000
1562.500,0.000,74.500
1562.750,0.000,71.000
1563.000,0.000,67.000
1563.250,0.000,66.500
1563.500,0.000,65.500
1563.750,0.000,64.500
1564.000,0.000,64.500
1564.250,0.000,65.000
1564.500,0.000,73.500
1564.750,0.000,68.000
1565.000,0.000,68.000
1565.250,0.000,64.000
1565.500,0.000,58.500
1565.750,0.000,51.500
1566.000,0.000,53.500
1566.250,0.000,66.500
1566.500,0.000,68.500
1566.750,0.000,72.000
1567.000,0.000,72.000
1567.250,0.000,72.000
1567.500,0.000,69.500
1567.750,0.000,65.000
1568.000,0.000,60.000
1568.250,0.000,57.000
1568.500,0.000,56.500
1568.750,0.000,62.000
1569.000,0.000,74.500
1569.250,0.000,80.000
1569.500,0.000,76.500
1569.750,0.000,76.500
1570.000,0.000,76.500
1570.250,0.000,72.500
1570.500,0.000,68.000
1570.750,0.000,68.500
1571.000,0.000,65.000
1571.250,0.000,69.500
1571.500,0.000,79.500
1571.750,0.000,78.500
1572.000,0.000,76.000
1572.250,0.000,77.000
1572.500,0.000,76.500
1572.750,0.000,76.500
1573.000,0.000,83.000
1573.250,0.000,84.000
1573.500,0.000,83.500
1573.750,0.000,86.000
1574.000,0.000,86.000
1574.250,0.000,86.000
1574.500,0.000,80.500
1574.750,0.000,74.000
1575.000,0.000,64.000
1575.250,0.000,63.000
1575.500,0.000,71.000
1575.750,0.000,71.000
1576.000,0.000,70.000
1576.250,0.000,68.000
1576.500,0.000,65.500
1576.750,0.000,64.000
1577.000,0.000,64.000
1577.250,111.750,63.500
1577.500,111.750,64.000
1577.750,111.750,62.500
1578.000,111.750,66.000
1578.250,111.750,71.000
1578.500,111.750,70.500
1578.750,111.750,68.500
1579.000,111.750,59.000
1579.250,111.750,54.500
1579.500,111.750,56.500
1579.750,111.750,59.500
1580.000,112.000,58.500
1580.250,112.000,59.000
1580.500,111.750,56.000
1580.750,0.000,54.500
1581.000,0.000,50.500
1581.250,0.000,47.000
1581.500,0.000,50.500
1581.750,0.000,53.000
1582.000,152.750,49.500
1582.250,154.000,48.500
1582.500,154.000,48.500
1582.750,152.000,48.500
1583.000,152.000,47.000
1583.250,152.000,44.500
1583.500,152.000,39.500
1583.750,152.000,41.500
1584.000,152.000,45.500
1584.250,152.000,48.500
1584.500,152.000,50.500
1584.750,152.000,51.500
1585.000,152.000,52.500
1585.250,152.000,51.000
1585.500,151.750,50.500
1585.750,151.750,49.500
1586.000,152.000,47.500
1586.250,152.000,44.500
1586.500,152.000,56.000
1586.750,0.000,59.500
1587.000,0.000,62.000
1587.250,0.000,62.500
1587.500,0.000,64.000
1587.750,0.000,63.000
1588.000,0.000,62.500
1588.250,0.000,61.500
1588.500,0.000,57.500
1588.750,106.250,57.000
1589.000,106.250,54.000
1589.250,107.750,49.500
1589.500,107.750,50.500
1589.750,110.000,50.500
1590.000,110.000,49.500
1590.250,110.000,49.500
1590.500,111.000,46.500
1590.750,111.000,43.500
1591.000,112.250,40.500
1591.250,112.250,43.000
1591.500,112.000,42.500
1591.750,112.000,44.500
1592.000,113.250,46.500
1592.250,113.250,45.000
1592.500,112.500,43.000
1592.750,112.500,41.000
1593.000,113.000,44.000
1593.250,113.000,44.500
1593.500,112.750,45.000
1593.750,112.750,45.500
1594.000,112.750,44.500
1594.250,112.750,43.000
1594.500,113.000,40.500
1594.750,113.000,41.500
1595.000,113.000,43.000
1595.250,113.000,43.500
1595.500,112.750,43.500
1595.750,112.750,43.500
1596.000,0.000,42.500
1596.250,0.000,40.500
1596.500,0.000,39.500
1596.750,0.000,38.500
1597.000,0.000,42.000
1597.250,101.500,44.500
1597.500,101.500,46.000
1597.750,101.500,47.000
1598.000,101.500,44.500
1598.250,102.250,41.500
1598.500,102.250,40.500
1598.750,100.500,41.500
1599.000,100.500,45.000
1599.250,101.750,45.500
1599.500,101.750,46.000
1599.750,100.500,45.500
1600.000,100.500,45.000
1600.250,100.500,44.000
1600.500,98.750,42.500
1600.750,98.750,39.000
1601.000,102.000,39.000
1601.250,102.000,42.500
1601.500,101.250,43.500
1601.750,101.250,45.000
1602.000,96.250,44.500
1602.250,96.250,43.000
1602.500,96.250,41.000
1602.750,91.500,39.000
1603.000,91.500,35.500
1603.250,91.500,35.000
1603.500,93.750,36.500
1603.750,93.750,37.500
1604.000,91.250,37.500
1604.250,91.250,37.500
1604.500,100.000,37.000
1604.750,100.000,37.000
1605.000,100.000,36.000
1605.250,100.750,37.500
1605.500,100.750,41.000
1605.750,100.750,40.500
1606.000,100.750,40.500
1606.250,100.750,38.500
1606.500,100.750,36.000
1606.750,100.750,36.500
1607.000,101.000,36.500
1607.250,101.000,36.000
1607.500,101.000,35.000
1607.750,101.000,35.500
1608.000,100.750,35.000
1608.250,100.750,34.000
1608.500,100.750,33.000
1608.750,0.000,33.000
1609.000,0.000,32.000
1609.250,0.000,32.000
1609.500,0.000,32.000
1609.750,0.000,32.500
1610.000,156.750,32.000
1610.250,155.750,32.000
1610.500,155.750,31.500
1610.750,154.750,31.000
1611.000,154.750,30.500
1611.250,153.500,29.500
1611.500,153.750,30.000
1611.750,153.750,30.500
1612.000,152.750,30.000
1612.250,152.750,30.000
1612.500,150.500,29.000
1612.750,148.000,29.000
1613.000,148.000,29.500
1613.250,147.000,29.500
1613.500,147.000,29.500
1613.750,147.000,29.000
1614.000,147.250,28.500
1614.250,147.250,29.000
1614.500,147.250,28.500
1614.750,148.250,28.500
1615.000,148.250,28.000
1615.250,149.250,28.000
1615.500,150.250,29.000
1615.750,150.250,28.500
1616.000,151.250,28.000
1616.250,151.250,28.000
1616.500,153.000,27.500
1616.750,153.250,28.000
1617.000,153.250,28.500
1617.250,154.000,28.500
1617.500,154.000,29.000
1617.750,154.000,29.000
1618.000,154.000,27.500
1618.250,154.000,26.000
1618.500,154.000,28.000
1618.750,154.000,27.500
1619.000,154.000,28.000
1619.250,154.000,27.500
1619.500,154.000,28.500
1619.750,152.250,28.500
1620.000,153.000,27.000
1620.250,153.000,26.500
1620.500,153.000,27.500
1620.750,153.000,30.000
1621.000,153.000,27.500
1621.250,153.000,29.000
1621.500,153.000,29.500
1621.750,153.000,30.000
1622.000,153.000,30.000
1622.250,152.750,31.500
1622.500,156.750,30.500
1622.750,156.750,29.500
1623.000,155.250,28.500
1623.250,156.000,31.000
1623.500,156.000,31.000
1623.750,156.250,31.000
1624.000,157.750,30.500
1624.250,157.750,28.500
1624.500,155.750,27.500
1624.750,155.750,30.000
1625.000,155.750,29.500
1625.250,155.000,29.500
1625.500,155.000,29.500
1625.750,153.500,29.000
1626.000,152.750,29.000
1626.250,152.750,29.000
1626.500,152.750,27.500
1626.750,152.750,28.000
1627.000,152.750,28.000
1627.250,152.750,26.000
1627.500,152.750,26.500
1627.750,152.750,26.000
1628.000,152.750,27.000
1628.250,152.750,27.000
1628.500,152.750,27.500
1628.750,152.750,27.500
1629.000,152.750,27.000
1629.250,147.750,27.500
1629.500,148.750,28.500
1629.750,148.750,28.500
1630.000,150.750,29.000
1630.250,150.750,30.500
1630.500,150.000,31.000
1630.750,153.250,31.500
1631.000,153.250,32.500
1631.250,153.500,32.500
1631.500,153.250,33.500
1631.750,153.250,33.000
1632.000,152.500,33.500
1632.250,153.500,34.000
1632.500,153.500,32.500
1632.750,152.750,33.000
1633.000,152.250,34.000
1633.250,152.250,33.500
1633.500,151.250,34.000
1633.750,151.250,34.500
1634.000,151.000,34.000
1634.250,149.250,34.500
1634.500,149.250,35.500
1634.750,149.250,35.000
1635.000,149.250,35.500
1635.250,149.250,33.500
1635.500,149.250,32.000
1635.750,149.250,33.000
1636.000,149.750,33.000
1636.250,148.500,32.500
1636.500,148.500,32.000
1636.750,147.500,33.000
1637.000,147.500,33.000
1637.250,149.250,33.500
1637.500,149.500,34.000
1637.750,149.500,33.500
1638.000,149.250,32.500
1638.250,149.750,33.000
1638.500,149.750,34.000
1638.750,149.500,34.500
1639.000,149.500,35.000
1639.250,150.000,36.500
1639.500,150.000,35.000
1639.750,150.000,34.500
1640.000,150.000,36.500
1640.250,150.000,36.000
1640.500,149.750,37.000
1640.750,150.250,36.500
1641.000,150.250,35.500
1641.250,150.000,36.000
1641.500,150.000,37.500
1641.750,150.000,38.500
1642.000,151.000,38.000
1642.250,151.000,36.500
1642.500,149.000,40.000
1642.750,149.000,40.000
1643.000,149.000,39.000
1643.250,149.000,37.000
1643.500,149.000,39.000
1643.750,149.000,38.500
1644.000,148.750,37.500
1644.250,149.000,39.000
1644.500,149.000,40.500
1644.750,150.500,41.500
1645.000,150.250,41.000
1645.250,150.250,38.500
1645.500,150.750,38.000
1645.750,150.500,39.000
1646.000,150.500,37.500
1646.250,149.750,39.000
1646.500,149.750,38.500
1646.750,149.750,40.000
1647.000,149.750,40.500
1647.250,149.750,41.500
1647.500,149.250,43.500
1647.750,147.750,44.500
1648.000,147.750,44.500
1648.250,148.250,44.000
1648.500,148.250,43.000
1648.750,148.250,42.500
1649.000,148.000,37.500
1649.250,148.750,42.500
1649.500,148.750,47.000
1649.750,147.250,48.500
1650.000,145.250,42.500
1650.250,145.250,38.500
1650.500,145.750,45.500
1650.750,148.500,51.500
1651.000,148.500,51.500
1651.250,148.250,48.500
1651.500,149.750,46.500
1651.750,149.750,50.000
1652.000,149.250,52.000
1652.250,149.250,55.000
1652.500,152.500,53.000
1652.750,151.750,45.500
1653.000,151.750,45.000
1653.250,155.750,49.000
1653.500,153.500,55.000
1653.750,153.500,50.000
1654.000,153.500,43.500
1654.250,153.500,39.000
1654.500,153.500,44.000
1654.750,153.500,45.500
1655.000,153.500,46.000
1655.250,153.500,43.000
1655.500,153.250,37.500
1655.750,153.250,42.000
1656.000,153.500,46.500
1656.250,153.500,49.000
1656.500,153.500,46.500
1656.750,153.500,44.000
1657.000,153.500,43.000
1657.250,153.500,49.500
1657.500,0.000,51.500
1657.750,0.000,53.500
1658.000,0.000,48.000
1658.250,0.000,38.000
1658.500,0.000,48.500
1658.750,0.000,55.000
1659.000,0.000,52.500
1659.250,0.000,45.500
1659.500,0.000,38.000
1659.750,0.000,31.000
1660.000,0.000,29.500
1660.250,0.000,38.000
1660.500,0.000,40.000
1660.750,0.000,38.500
1661.000,103.500,42.000
1661.250,103.500,42.000
1661.500,104.250,39.000
